Województwo,Powiat,Gmina,Miejscowość,Ulica (jeśli dotyczy),Typ punktu/Kategoria obszaru,WGS84 X,WGS84 Y,Parametr pomiaru,Data pomiaru,Wynik pomiaru [V/m],Niepewność pomiaru [V/m],Wartość maksymalna (Emax) [V/m],Niepewność pomiaru  [V/m],Wartość wskaźnika poziomu emisji pól elektromagnetycznych WME (z obliczeń)
WOJ. LUBELSKIE,Powiat chełmski,Siedliszcze,Siedliszcze,ul. Słoneczna,Miasta poniżej 20000 mieszkańców,23.167027,51.186519,Składowa elektryczna 80[MHz] - 40[GHz],2023-07-18,"<0,5",,0.6,0.4,0.04
WOJ. LUBELSKIE,Powiat hrubieszowski,Hrubieszów,Hrubieszów,ul. Leśmiana 26,Miasta poniżej 20000 mieszkańców,23.892232,50.801151,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-27,1.1,0.8,1.3,1,0.08
WOJ. LUBELSKIE,Powiat krasnostawski,Krasnystaw,Krasnystaw,ul. Matysiaka 7,Miasta poniżej 20000 mieszkańców,23.170087,50.983577,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-30,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat lubartowski,Kock,Kock,ul. Biskupów Płockich 17,Miasta poniżej 20000 mieszkańców,22.430882,51.641357,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat lubelski,Bełżyce,Bełżyce,ul. Lubelska 92,Miasta poniżej 20000 mieszkańców,22.293295,51.17746,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,"<0,5",,0.9,0.7,0.06
WOJ. LUBELSKIE,Powiat opolski,Poniatowa,Poniatowa,ul. Fabryczna 16,Miasta poniżej 20000 mieszkańców,22.071312,51.176754,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,"<0,5",,1,0.7,0.06
WOJ. LUBELSKIE,Powiat opolski,Opole Lubelskie,Opole Lubelskie,ul. Fabryczna26,Miasta poniżej 20000 mieszkańców,21.97559,51.146431,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-13,"<0,5",,,,
WOJ. LUBELSKIE,Powiat puławski,Nałęczów,Nałęczów,ul. Kolejowa 12,Miasta poniżej 20000 mieszkańców,22.21352,51.290131,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-28,"<0,5",,,,
WOJ. LUBELSKIE,Powiat puławski,Kazimierz Dolny,Kazimierz Dolny,ul. Lubelska 10,Miasta poniżej 20000 mieszkańców,21.948887,51.321475,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-28,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat tomaszowski,Lubycza Królewska,Lubycza Królewska,ul. Zamojska 4,Miasta poniżej 20000 mieszkańców,23.518504,50.340981,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-29,"<0,5",,,,
WOJ. LUBELSKIE,Powiat tomaszowski,Łaszczów,Łaszczów,ul. Lwowska 23,Miasta poniżej 20000 mieszkańców,23.708875,50.526601,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-27,0.7,0.5,0.8,0.6,0.05
WOJ. LUBELSKIE,Powiat tomaszowski,Tomaszów Lubelski,Tomaszów Lubelski,ul. Kopernika 2,Miasta poniżej 20000 mieszkańców,23.417778,50.449549,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-29,1.3,1,1.4,1,0.09
WOJ. LUBELSKIE,Powiat tomaszowski,Tyszowce,Tyszowce,ul. Kościelna 94,Miasta poniżej 20000 mieszkańców,23.706706,50.610104,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-27,"<0,5",,0.7,0.5,0.04
WOJ. LUBELSKIE,Powiat włodawski,Włodawa,Włodawa,Al. J. Piłsudskiego 103,Miasta poniżej 20000 mieszkańców,23.553088,51.556752,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-10,0.5,0.4,0.6,0.4,0.04
WOJ. LUBELSKIE,Powiat zamojski,Szczebrzeszyn,Szczebrzeszyn,ul. Szkolna 17,Miasta poniżej 20000 mieszkańców,22.9784,50.699053,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-28,0.7,0.5,1,0.7,0.06
WOJ. LUBELSKIE,Powiat zamojski,Zwierzyniec,Zwierzyniec,ul. Armii Krajowej 18,Miasta poniżej 20000 mieszkańców,22.970185,50.615658,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-29,"<0,5",,,,
WOJ. LUBELSKIE,Powiat lubelski,Niemce,Jakubowice Konińskie,ul. Lubelska 86,Gminy wiejskie,22.541638,51.299176,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-09,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat lubelski,Strzyżewice,Bystrzyca Nowa ,Bystrzyca Nowa 62A,Gminy wiejskie,22.44014,51.066197,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,"<0,5",,1.1,0.8,0.07
WOJ. LUBELSKIE,Powiat lubelski,Wojciechów,Wojciechów,Wojciechów 173,Gminy wiejskie,22.250756,51.235633,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat lubelski,Wólka,Wólka,Wólka 17C,Gminy wiejskie,22.633933,51.264615,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-02,"<0,5",,0.8,0.6,0.05
WOJ. LUBELSKIE,Powiat lubelski,Wysokie,Nowy Dwór,Nowy Dwór 18A,Gminy wiejskie,22.674479,50.871128,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,"<0,5",,0.9,0.7,0.06
WOJ. LUBELSKIE,Powiat lubelski,Zakrzew,Szklarnia,,Gminy wiejskie,22.513119,50.915388,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-14,"<0,5",,0.6,0.4,0.04
WOJ. LUBELSKIE,Powiat łęczyński,Puchaczów,Zawadów,Zawadów 162,Gminy wiejskie,23.054127,51.244726,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,"<0,5",,0.5,0.4,0.03
WOJ. LUBELSKIE,Powiat łęczyński,Spiczyn,Kijany,Kijany 190,Gminy wiejskie,22.768722,51.332664,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-04,"<0,5",,0.5,0.4,0.03
WOJ. LUBELSKIE,Powiat łęczyński,Cyców,Cyców,ul. Lubelska 6,Gminy wiejskie,23.11839,51.301759,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-20,0.5,0.4,1.1,0.8,0.07
WOJ. LUBELSKIE,Powiat łęczyński,Ludwin,Piaseczno,Piaseczno 1,Gminy wiejskie,22.993259,51.404356,Składowa elektryczna 80[MHz] - 40[GHz],2023-05-04,"<0,5",,0.7,0.5,0.04
WOJ. LUBELSKIE,Powiat łęczyński,Milejów,Milejów,ul. Partyzancka 26B,Gminy wiejskie,22.928238,51.223085,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-30,0.5,0.4,0.9,0.7,0.06
WOJ. LUBELSKIE,Powiat łukowski,Adamów,Adamów,ul. Cmentarna 74,Gminy wiejskie,22.261941,51.753246,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-11,0.5,0.4,0.7,0.5,0.04
WOJ. LUBELSKIE,Powiat łukowski,Krzywda,Krzywda,ul. Spokojna 1-17,Gminy wiejskie,22.208602,51.795384,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-11,"<0,5",,,,
WOJ. LUBELSKIE,Powiat łukowski,Łuków,Dąbie,Dąbie 8,Gminy wiejskie,22.263662,51.92827,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-12,0.7,0.5,0.9,0.7,0.06
WOJ. LUBELSKIE,Powiat łukowski,Serokomla,Serokomla,"Wólka 83, ul. Cmentarna",Gminy wiejskie,22.34413,51.704151,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-11,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat łukowski,Stanin,Stanin,Stanin 54A,Gminy wiejskie,22.202861,51.869985,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-12,"<0,5",,1.3,1,0.08
WOJ. LUBELSKIE,Powiat łukowski,Stoczek Łukowski,Jamielnik-Kolonia,Jamielnik-Kolonia 11,Gminy wiejskie,22.068645,51.943925,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-12,"<0,5",,2.1,1.6,0.13
WOJ. LUBELSKIE,Powiat łukowski,Trzebieszów,Trzebieszów,Trzebieszów 94,Gminy wiejskie,22.556288,51.990337,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-12,"<0,5",,2.2,1.6,0.14
WOJ. LUBELSKIE,Powiat łukowski,Wojcieszków,Siedliska,Siedliska 38,Gminy wiejskie,22.286329,51.816834,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-11,"<0,5",,0.7,0.5,0.04
WOJ. LUBELSKIE,Powiat łukowski,Wola Mysłowska,Mysłów,Mysłów 78A,Gminy wiejskie,21.967098,51.841103,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-11,"<0,5",,,,
WOJ. LUBELSKIE,Powiat opolski,Chodel,Chodel,ul. Ratoszyńska 6,Gminy wiejskie,22.129249,51.107205,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-12,"<0,5",,0.7,0.5,0.04
WOJ. LUBELSKIE,Powiat opolski,Karczmiska,Karczmiska Pierwsze,Starowiejska 15-1,Gminy wiejskie,21.994363,51.233782,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-13,"<0,5",,1,0.7,0.06
WOJ. LUBELSKIE,Powiat opolski,Łaziska,Łaziska,Łaziska 63,Gminy wiejskie,21.876166,51.14142,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-13,"<0,5",,,,
WOJ. LUBELSKIE,Powiat opolski,Wilków,Urządków,Urządków 66A,Gminy wiejskie,21.873138,51.254301,Składowa elektryczna 80[MHz] - 40[GHz],2023-04-13,0.5,0.4,1.2,0.9,0.08
WOJ. LUBELSKIE,Powiat parczewski,Dębowa Kłoda,Uhnin,Uhnin 38,Gminy wiejskie,23.035808,51.576195,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,"<0,5",,1,0.7,0.06
WOJ. LUBELSKIE,Powiat parczewski,Jabłoń,Jabłoń,ul. 3 Maja 17,Gminy wiejskie,23.085428,51.723028,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-10,"<0,5",,0.5,0.4,0.03
WOJ. LUBELSKIE,Powiat parczewski,Milanów,Kostry,Kostry 12,Gminy wiejskie,22.916558,51.701863,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-10,"<0,5",,0.5,0.4,0.03
WOJ. LUBELSKIE,Powiat parczewski,Podedwórze,Podedwórze,Podedwórze 70,Gminy wiejskie,23.189005,51.685318,Składowa elektryczna 80[MHz] - 40[GHz],2023-10-10,"<0,5",,,,
WOJ. LUBELSKIE,Powiat parczewski,Siemień,Działyń,Działyń,Gminy wiejskie,22.717453,51.602011,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,"<0,5",,0.5,0.4,0.03
WOJ. LUBELSKIE,Powiat parczewski,Sosnowica,Sosnowica,ul. Wojska Polskiego,Gminy wiejskie,23.090047,51.521286,Składowa elektryczna 80[MHz] - 40[GHz],2023-09-05,0.6,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat puławski,Baranów,Baranów,ul. Michałowska,Gminy wiejskie,22.143636,51.556267,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-18,"<0,5",,1,0.7,0.06
WOJ. LUBELSKIE,Powiat puławski,Janowiec,Nasiłów,Nasiłów 36,Gminy wiejskie,21.963737,51.347093,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-03,0.5,0.4,1,0.7,0.06
WOJ. LUBELSKIE,Powiat puławski,Końskowola,Końskowola,ul. Pożowska 8,Gminy wiejskie,22.060164,51.402289,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-03,"<0,5",,1,0.7,0.06
WOJ. LUBELSKIE,Powiat puławski,Kurów,Olesin,Olesin 31A,Gminy wiejskie,22.202498,51.386793,Składowa elektryczna 80[MHz] - 40[GHz],2023-08-18,"<0,5",,0.5,0.4,0.03
